scheme_id,pair_id,outcome,candidate_id,candidate_lsoa21nm,candidate_street,candidate_hardware_names,candidate_countline_ids,candidate_countlines,candidate_local_authority,treated_imd_score,candidate_imd_score,absolute_imd_score_difference,treated_imd_decile,candidate_imd_decile,absolute_imd_decile_difference,treated_routes,candidate_routes,context_gate,common_pre_days,pre_date_coverage,minimum_month_coverage,treated_countline_coverage,candidate_countline_coverage,treated_mean,candidate_mean,level_ratio,treated_window_log_change,candidate_window_log_change,trend_log_change_distance,monthly_percentage_log_rmse,weekday_percentage_log_rmse,weekly_percentage_log_correlation,hard_gate,trajectory_score,total_match_score,rank_within_outcome,selected_control,trajectory_scale,trajectory_log_definition,road_type_used_for_selection
12d,12d | Liverpool 052A,cyclist,Halton 014D | murdishaw centre,Halton 014D,murdishaw centre,Murdishaw Centre,23806,1,Halton,26.67,58.314,31.644,3,1,2,Path/cycle facility;Road,Road,FALSE,103,0.980952380952381,0.928571428571429,0.864077669902913,1,38.1766990291262,12.5145631067961,0.344964314036479,0.340503431710084,0.731043724496433,0.39054029278635,0.104727953288968,0.0887281938690551,0.802027403919517,FALSE,0.477864960340869,0.894304960340869,47,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 009A | dover rd,Sefton 009A,dover rd,Dover Rd near Conyers Ave,40743;40744,2,Sefton,26.67,8.868,17.802,3,8,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,101,0.961904761904762,0.928571428571429,0.867326732673267,1,37.9957095709571,11.8663366336634,0.329942364819689,0.299967367032943,0.617083495357147,0.317116128324204,0.177204621744285,0.163544072721241,0.895653349131441,FALSE,0.486270070182397,0.914290070182397,48,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 009F | trafalgar rd,Sefton 009F,trafalgar rd,Trafalgar Rd near Churchfields,40727;40728;40729,3,Sefton,26.67,7.398,19.272,3,9,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,99,0.942857142857143,0.892857142857143,0.870707070707071,1,38.4558922558923,11.1885521885522,0.30891589295467,0.337983813665523,0.433577680664182,0.0955938669986597,0.0594666650821095,0.0903806534341329,0.8463017455797,FALSE,0.427284491796558,0.920004491796558,49,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 058C | western ave,Liverpool 058C,western ave,Western Ave near of Bray Rd,16362,1,Liverpool,26.67,54.692,28.022,3,1,2,Path/cycle facility;Road,Road,FALSE,100,0.952380952380952,0.928571428571429,0.868,1,38.5313333333333,21.53,0.569927652326425,0.326730809734992,-0.232265882698082,0.558996692433074,0.253584719671476,0.266242644300143,-0.610520139012176,FALSE,0.559368531911899,0.939588531911899,50,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Halton 007B | grn oaks way,Halton 007B,grn oaks way,Grn Oaks Way,16359;16401,2,Halton,26.67,42.077,15.407,3,2,1,Path/cycle facility;Road,Other / crossing;Road,FALSE,102,0.971428571428571,0.928571428571429,0.862745098039216,1,38.2725490196078,2.58823529411765,0.0913675171002047,0.324199432589314,0.336539959779841,0.0123405271905267,0.0527330418338336,0.155654635071518,0.853172390394364,FALSE,0.773602286669883,0.977672286669883,51,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 004I | chapel st,Sefton 004I,chapel st,Chapel St,16360,1,Sefton,26.67,55.692,29.022,3,1,2,Path/cycle facility;Road,Road,FALSE,100,0.952380952380952,0.928571428571429,0.864,1,38.2186666666667,253.09,6.47880261100157,0.335584057182146,0.235365812632341,0.100218244549804,0.0550695450714221,0.0850131403429239,0.903870316424335,FALSE,0.627495846807074,1.01771584680707,52,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Halton 014D | busway,Halton 014D,busway,Busway near Stockham Ln,22897;54966;54967,3,Halton,26.67,58.314,31.644,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility,FALSE,74,0.704761904761905,0,0.821621621621622,1,37.9783783783784,5.84234234234234,0.175541996024592,0.715698975893065,0.735403777616267,0.0197048017232023,0.0385324566550286,0.0950288071912128,0.845251911538538,FALSE,0.63325429634238,1.04969429634238,53,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 035G | upper parliament st,Liverpool 035G,upper parliament st,Upper Parliament St near Tunnel Rd,22876;23038;23039,3,Liverpool,26.67,58.2923711892797,31.6223711892797,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility,FALSE,105,1,1,0.857142857142857,1,38.1749206349206,290.295238095238,7.43575821913923,0.328426284914773,0.27579853300175,0.0526277519130227,0.104226005433203,0.077374734395487,0.888615088202112,FALSE,0.661911127153667,1.07813483904646,54,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 047C | woolton rd,Liverpool 047C,woolton rd,Woolton Rd near Hope Park,22867,1,Liverpool,26.67,3.939,22.731,3,10,7,Path/cycle facility;Road,Path/cycle facility,FALSE,104,0.990476190476191,0.964285714285714,0.861538461538462,1,38.2391025641026,10.5865384615385,0.295280414291082,0.336214680855907,-0.348954121648927,0.685168802504835,0.304282433532023,0.306654752866714,0.223357899038132,FALSE,0.715612299565413,1.29292229956541,55,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Halton 014A | barnfield ave,Halton 014A,barnfield ave,Barnfield Ave,49477;49478,2,Halton,26.67,27.06,0.389999999999997,3,3,0,Path/cycle facility;Road,Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,56,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Halton 014A | wood ln,Halton 014A,wood ln,Wood Ln,49938;49939,2,Halton,26.67,27.06,0.389999999999997,3,3,0,Path/cycle facility;Road,Other / crossing,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,57,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,St. Helens 004F | ravenhead greenway,St. Helens 004F,ravenhead greenway,Ravenhead Greenway,51819,1,St. Helens,26.67,27.133,0.462999999999997,3,3,0,Path/cycle facility;Road,Path/cycle facility,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,58,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Halton 008D | ditton rd,Halton 008D,ditton rd,"Ditton Rd, W of St. Michael's Rd",49555;49556;49557,3,Halton,26.67,26.19,0.48,3,4,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,59,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 033A | school ln,Sefton 033A,school ln,School Ln near Moss Ln,50028;50029;50030,3,Sefton,26.67,25.806,0.864000000000001,3,4,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,60,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 033A | school ln & oxford ave,Sefton 033A,school ln & oxford ave,School Ln & Oxford Ave,50024;50025;50026;50027,4,Sefton,26.67,25.806,0.864000000000001,3,4,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,61,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 034E | queens dr,Liverpool 034E,queens dr,"Queens Dr, N of M62 (SB traffic)",54545;55270,2,Liverpool,26.67,28.84,2.17,3,3,0,Path/cycle facility;Road,Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,62,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Wirral 036G | new chester rd,Wirral 036G,new chester rd,New Chester Rd near Pool Ln,49537;49538;49539;49540,4,Wirral,26.67,29.136,2.466,3,3,0,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,63,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 060C | st john's ln,Liverpool 060C,st john's ln,St John's Ln,46784;46785,2,Liverpool,26.67,24.01,2.66,3,4,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,64,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 008E | warwick st,Sefton 008E,warwick st,Warwick St near Warwick Close,45846;45847;45848,3,Sefton,26.67,23.844,2.826,3,4,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,65,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 031B | london rd,Liverpool 031B,london rd,London Rd near Pembroke Pl,49392;49393,2,Liverpool,26.67,23.833,2.837,3,4,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,66,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Halton 005B | birchfield rd,Halton 005B,birchfield rd,Birchfield Rd,49497;49501;49502,3,Halton,26.67,23.704,2.966,3,4,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,67,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 038A | stuart rd,Sefton 038A,stuart rd,Stuart Rd,45858;45859;45860;45861,4,Sefton,26.67,29.871,3.201,3,3,0,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,68,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 060B | london rd,Liverpool 060B,london rd,London Rd near Pembroke Pl,49391,1,Liverpool,26.67,30.549,3.879,3,3,0,Path/cycle facility;Road,Path/cycle facility,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,69,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,St. Helens 020E | marshalls cross rd,St. Helens 020E,marshalls cross rd,Marshalls Cross Rd near Mill Ln,52937,1,St. Helens,26.67,22.036,4.634,3,4,1,Path/cycle facility;Road,Path/cycle facility,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,70,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,St. Helens 020E | mill ln,St. Helens 020E,mill ln,Mill Ln; Mill Ln near Marshalls Cross Rd,47637;47640;47823;47824;52938,5,St. Helens,26.67,22.036,4.634,3,4,1,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,71,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 027A | park ln,Sefton 027A,park ln,Park Ln near Deltic Way,45855;45856;45857,3,Sefton,26.67,22.016,4.654,3,4,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,72,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 032A | edge ln dr (wb traffic),Liverpool 032A,edge ln dr (wb traffic),Edge Ln Dr (WB traffic),53509;53510,2,Liverpool,26.67,31.451,4.781,3,3,0,Path/cycle facility;Road,Other / crossing;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,73,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Wirral 001D | king's parade,Wirral 001D,king's parade,King's Parade,51858,1,Wirral,26.67,31.687,5.017,3,3,0,Path/cycle facility;Road,Other / crossing,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,74,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 009C | marine dr,Sefton 009C,marine dr,Marine Dr,49957;49958;49959,3,Sefton,26.67,21.479,5.191,3,5,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,75,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Knowsley 013A | carrs ter,Knowsley 013A,carrs ter,Carrs Ter,50106,1,Knowsley,26.67,31.951,5.281,3,3,0,Path/cycle facility;Road,Path/cycle facility,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,76,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 058D | highbank dr,Liverpool 058D,highbank dr,Highbank Dr near Haxted Gdns,49546;49547;49548;49549;49566,5,Liverpool,26.67,31.969,5.299,3,3,0,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,77,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,St. Helens 005A | penny ln,St. Helens 005A,penny ln,Penny Ln near Old Boston,49949;49950,2,St. Helens,26.67,33.028,6.358,3,3,0,Path/cycle facility;Road,Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,78,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Halton 014E | southern expressway,Halton 014E,southern expressway,Southern Expressway near Southern Expressway Rbt,45849;45850,2,Halton,26.67,20.149,6.521,3,5,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,79,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,St. Helens 007B | bishops rd,St. Helens 007B,bishops rd,Bishops Rd near Wynne Rd,55115;55116;55117;59154;59155,5,St. Helens,26.67,33.517,6.847,3,2,1,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,80,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,St. Helens 007B | wynne rd,St. Helens 007B,wynne rd,Wynne Rd near Wolseley Rd,55112;55113;55114,3,St. Helens,26.67,33.517,6.847,3,2,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,81,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 034B | m62 (eb traffic),Liverpool 034B,m62 (eb traffic),M62 (EB traffic),52396;54839,2,Liverpool,26.67,19.675,6.995,3,5,2,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,82,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 034B | m62 (wb traffic),Liverpool 034B,m62 (wb traffic),M62 (WB traffic),53269;53270,2,Liverpool,26.67,19.675,6.995,3,5,2,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,83,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 034B | queens dr,Liverpool 034B,queens dr,Queens Dr near Glendevon Rd (SB traffic),53277;53278,2,Liverpool,26.67,19.675,6.995,3,5,2,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,84,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 021F | edge ln,Sefton 021F,edge ln,Edge Ln near Pleasant Hill Close,46624;46625,2,Sefton,26.67,34.007,7.337,3,2,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,85,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 034A | bowring park rd,Liverpool 034A,bowring park rd,"Bowring Park Rd, E of Queens Dr (left turn); Bowring Park Rd, E of Queens Dr (right turn); Bowring Park Rd, E of Queens Dr (straight)",54534;54535;54838,3,Liverpool,26.67,34.117,7.447,3,2,1,Path/cycle facility;Road,Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,86,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 034A | queens dr,Liverpool 034A,queens dr,"Queens Dr, N of M62 (right turn)",54583,1,Liverpool,26.67,34.117,7.447,3,2,1,Path/cycle facility;Road,Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,87,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 008C | moels park,Sefton 008C,moels park,Moels Park,50810,1,Sefton,26.67,18.946,7.724,3,5,2,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,88,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Sefton 019D | grange park,Sefton 019D,grange park,Grange Park,50010;50011;50012,3,Sefton,26.67,18.397,8.273,3,5,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,89,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Wirral 036D | bromborough rd,Wirral 036D,bromborough rd,Bromborough Rd near Quarry Rd East,49607;49608,2,Wirral,26.67,18.113,8.557,3,5,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,90,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,Liverpool 038D | lawrence rd,Liverpool 038D,lawrence rd,Lawrence Rd near Cretan Rd,50814;50815,2,Liverpool,26.67,35.357,8.687,3,2,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,91,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,"St. Helens 022F | chester ln, sw of mill ln",St. Helens 022F,"chester ln, sw of mill ln","Chester Ln, SW of Mill Ln",47638;52940,2,St. Helens,26.67,17.475,9.195,3,6,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,92,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,cyclist,St. Helens 022F | marshalls cross rd,St. Helens 022F,marshalls cross rd,Marshalls Cross Rd near Chester Ln; Marshalls Cross Rd near Mill Ln,47636;47719;47720,3,St. Helens,26.67,17.475,9.195,3,6,3,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,93,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
